document,0.300000,27659
document,0.310000,24749
document,0.320000,20691
document,0.330000,18192
document,0.340000,15614
document,0.350000,13820
document,0.360000,12119
document,0.370000,10578
document,0.380000,9704
document,0.390000,8442
document,0.400000,7367
document,0.410000,6577
document,0.420000,6184
document,0.430000,5369
document,0.440000,4955
document,0.450000,4685
document,0.460000,3900
document,0.470000,3865
document,0.480000,3290
document,0.490000,2971
document,0.500000,2822
document,0.510000,2316
document,0.520000,2041
document,0.530000,2043
document,0.540000,1735
document,0.550000,1498
document,0.560000,1317
document,0.570000,1164
document,0.580000,990
document,0.590000,958
document,0.600000,861
document,0.610000,842
document,0.620000,700
document,0.630000,552
document,0.640000,569
document,0.650000,512
document,0.660000,285
document,0.670000,325
document,0.680000,315
document,0.690000,239
document,0.700000,234
document,0.710000,192
document,0.720000,168
document,0.730000,134
document,0.740000,126
document,0.750000,127
document,0.760000,253
document,0.770000,80
document,0.780000,60
document,0.790000,58
document,0.800000,68
document,0.810000,28
document,0.820000,79
document,0.830000,57
document,0.840000,23
document,0.850000,61
document,0.860000,41
document,0.870000,26
document,0.880000,30
document,0.890000,88
document,0.900000,67
document,0.910000,42
document,0.920000,75
document,0.930000,63
document,0.940000,71
document,0.950000,62
document,0.960000,73
document,0.970000,48
document,0.980000,39
document,0.990000,17
topic,0.300000,1980
topic,0.310000,1847
topic,0.320000,1683
topic,0.330000,1533
topic,0.340000,1425
topic,0.350000,1210
topic,0.360000,1172
topic,0.370000,1127
topic,0.380000,1025
topic,0.390000,959
topic,0.400000,857
topic,0.410000,854
topic,0.420000,737
topic,0.430000,648
topic,0.440000,647
topic,0.450000,626
topic,0.460000,597
topic,0.470000,540
topic,0.480000,509
topic,0.490000,516
topic,0.500000,448
topic,0.510000,466
topic,0.520000,390
topic,0.530000,375
topic,0.540000,372
topic,0.550000,366
topic,0.560000,337
topic,0.570000,309
topic,0.580000,270
topic,0.590000,285
topic,0.600000,293
topic,0.610000,261
topic,0.620000,252
topic,0.630000,300
topic,0.640000,234
topic,0.650000,215
topic,0.660000,220
topic,0.670000,212
topic,0.680000,194
topic,0.690000,171
topic,0.700000,161
topic,0.710000,144
topic,0.720000,131
topic,0.730000,108
topic,0.740000,138
topic,0.750000,93
topic,0.760000,96
topic,0.770000,121
topic,0.780000,95
topic,0.790000,84
topic,0.800000,97
topic,0.810000,71
topic,0.820000,84
topic,0.830000,81
topic,0.840000,70
topic,0.850000,70
topic,0.860000,72
topic,0.870000,86
topic,0.880000,115
topic,0.890000,108
topic,0.900000,98
topic,0.910000,100
topic,0.920000,138
topic,0.930000,87
topic,0.940000,90
topic,0.950000,121
topic,0.960000,105
topic,0.970000,68
topic,0.980000,137
topic,0.990000,891
