document,0.300000,51553
document,0.310000,43389
document,0.320000,38278
document,0.330000,46979
document,0.340000,33290
document,0.350000,30466
document,0.360000,33738
document,0.370000,24000
document,0.380000,21801
document,0.390000,21098
document,0.400000,20341
document,0.410000,20202
document,0.420000,17803
document,0.430000,17784
document,0.440000,15338
document,0.450000,15041
document,0.460000,11894
document,0.470000,14004
document,0.480000,20581
document,0.490000,14510
document,0.500000,9290
document,0.510000,8710
document,0.520000,11493
document,0.530000,12932
document,0.540000,10235
document,0.550000,7174
document,0.560000,7985
document,0.570000,7486
document,0.580000,7286
document,0.590000,8502
document,0.600000,10230
document,0.610000,13901
document,0.620000,10421
document,0.630000,18225
document,0.640000,16027
document,0.650000,9846
document,0.660000,18029
document,0.670000,8343
document,0.680000,6336
document,0.690000,8788
document,0.700000,5679
document,0.710000,5237
document,0.720000,8310
document,0.730000,3081
document,0.740000,17362
document,0.750000,4589
document,0.760000,2313
document,0.770000,1788
document,0.780000,1829
document,0.790000,1244
document,0.800000,1251
document,0.810000,879
document,0.820000,665
document,0.830000,708
document,0.840000,501
document,0.850000,471
document,0.860000,535
document,0.870000,959
document,0.880000,736
document,0.890000,732
document,0.900000,526
document,0.910000,450
document,0.920000,250
document,0.930000,604
document,0.940000,301
document,0.950000,1095
document,0.960000,33853
document,0.970000,69553
document,0.980000,1713
document,0.990000,6090
topic,0.300000,1784
topic,0.310000,1587
topic,0.320000,1439
topic,0.330000,1386
topic,0.340000,1252
topic,0.350000,1239
topic,0.360000,1108
topic,0.370000,986
topic,0.380000,899
topic,0.390000,856
topic,0.400000,808
topic,0.410000,774
topic,0.420000,694
topic,0.430000,632
topic,0.440000,641
topic,0.450000,613
topic,0.460000,635
topic,0.470000,574
topic,0.480000,514
topic,0.490000,532
topic,0.500000,529
topic,0.510000,430
topic,0.520000,401
topic,0.530000,419
topic,0.540000,377
topic,0.550000,367
topic,0.560000,359
topic,0.570000,306
topic,0.580000,318
topic,0.590000,322
topic,0.600000,334
topic,0.610000,270
topic,0.620000,296
topic,0.630000,280
topic,0.640000,263
topic,0.650000,283
topic,0.660000,252
topic,0.670000,276
topic,0.680000,264
topic,0.690000,231
topic,0.700000,235
topic,0.710000,264
topic,0.720000,252
topic,0.730000,255
topic,0.740000,240
topic,0.750000,220
topic,0.760000,186
topic,0.770000,151
topic,0.780000,167
topic,0.790000,160
topic,0.800000,142
topic,0.810000,136
topic,0.820000,135
topic,0.830000,117
topic,0.840000,124
topic,0.850000,119
topic,0.860000,151
topic,0.870000,176
topic,0.880000,158
topic,0.890000,148
topic,0.900000,127
topic,0.910000,133
topic,0.920000,97
topic,0.930000,89
topic,0.940000,132
topic,0.950000,222
topic,0.960000,376
topic,0.970000,582
topic,0.980000,514
topic,0.990000,1114
