7671,0,0,0,0,0,0,1,28.5103654878181,154,308,0.725685,0,0
7639,5,27.5352316407336,5751.99999999935,8700,-1.18455787293064,0.253664360961647,2,27.6766145141994,737.333333333329,1394,0.734791,1.1115556e-05,1
7717,10,26.9697501837998,12618.5454545429,77211,-1.0324272319497,0.0750064752359208,6,27.4538117963962,8025.71428571532,41428,0.754826666666667,0.000391540154888889,6
7634,10,31.8229158585822,697.090909090938,5738,-0.331108638847818,0.000230878115050381,0,0,0,0,0,0,0
7703,10,25.9262404079516,18717.0909090898,114762,-0.40283091369862,0.0198924905080175,0,0,0,0,0,0,0
7649,0,0,0,0,0,0,0,0,0,0,0,0,0
7721,10,25.1568694929463,0,0,-0.0182676130429498,0,0,0,0,0,0,0,0
7725,0,0,0,0,0,0,0,0,0,0,0,0,0
7772,10,27.2329991829601,7119.63636363643,10689,-1.40068749027918,0.0237568589300084,0,0,0,0,0,0,0
7743,10,27.1138010375171,210.727272727274,446,-0.102901186654935,2.88700822028504e-05,10,27.0811435596829,249.999999999995,345,0.7630918,0.000252068620760001,3
7695,10,27.1138010395323,210.727272727274,446,-0.102901186654935,2.88700822028504e-05,10,27.0811435630075,249.999999999995,345,0.7630918,0.000252068620760001,3
7708,10,25.1568695046683,0,0,-0.0182676130429498,0,0,0,0,0,0,0,0
7632,0,0,0,0,0,0,2,27.7109947230533,729.999999999997,1157,0.722657,0.000111746041,0
7575,10,25.1568695049944,0,0,-0.0182676130429498,0,0,0,0,0,0,0,0
7692,10,25.9548378445346,8669.27272727298,12603,-1.5895318260294,0.0238708631152439,0,0,0,0,0,0,0
7571,10,31.5439408109942,2311.09090909093,20134,-1.75659142364468,8.51192313717096e-05,1,29.1171188994676,346.5,693,0.809447,0,0
7586,0,0,0,0,0,0,0,0,0,0,0,0,0
7738,10,25.885675555402,563.818181818184,914,-0.703550141659434,8.51192313717324e-05,1,28.5705380161886,21.5,43,0.882005,0,0
7623,0,0,0,0,0,0,0,0,0,0,0,0,0
7704,10,27.2991157103957,8577.63636363666,14331,-1.61780881426301,0.0150286903646233,5,26.2992579861477,249.166666666663,1495,0.895227,0,0
7574,10,30.5792497086766,7903.45454545537,14896,-2.84329044468374,0.00564371654696925,0,0,0,0,0,0,0
7612,10,26.3014956662848,620.363636363639,1536,-0.79763534592534,8.51192313717324e-05,1,28.4822424265796,21.5,43,0.888667,0,0
7618,10,30.6945482959673,1051.09090909097,6274,-1.68774010703898,8.51192313717449e-05,0,0,0,0,0,0,0
7767,0,0,0,0,0,0,0,0,0,0,0,0,0
7746,10,26.2804310355267,619.454545454549,1526,-0.805786995111876,8.51192313717324e-05,1,28.4614526645521,21,42,0.890853,0,0
7567,10,25.361121797751,7576.36363636427,10499,-1.07876489997323,0.00888561652661731,10,25.202373007108,5598.18181818208,8208,0.7917511,0.00664745980969,6
7770,10,27.1138010457606,210.727272727274,446,-0.102901186654935,2.88700822028504e-05,10,27.0811435698517,249.999999999995,345,0.7630918,0.000252068620760001,3
7762,10,30.9001118574342,1401.63636363634,10130,-1.49716336691711,8.51192313717452e-05,0,0,0,0,0,0,0
7693,10,27.7674458897549,4387.81818181869,9912,-1.84604855273694,0.0134531816112,0,0,0,0,0,0,0
7723,10,25.1568695085292,0,0,-0.0254352772698845,1.20370621524202e-35,0,0,0,0,0,0,0
7734,10,30.7446456221662,1140.5454545455,7258,-1.21923240517913,8.51192313717312e-05,1,27.8412217362657,51.5,103,0.926579,0,0
7756,0,0,0,0,0,0,0,0,0,0,0,0,0
7640,10,28.6292438047844,3904.18181818238,6967,-2.53515083962011,0.0332926602746622,1,27.8587437714988,952,1904,0.793806,0,0
7751,10,27.6674431915808,6740.54545454542,12217,-1.49418264057916,0.0671179976781405,0,0,0,0,0,0,0
7771,0,0,0,0,0,0,1,28.9154614164657,32,64,0.826526,0,0
7699,3,24.6592716120509,5150.25,6867,-1.27456317117124,0.155437998567644,0,0,0,0,0,0,0
7633,10,30.3967963938584,7768.18181818265,13408,-2.73000891482463,0.00564371654696922,0,0,0,0,0,0,0
7674,0,0,0,0,0,0,0,0,0,0,0,0,0
7594,10,26.8732342342348,9570.36363636367,22515,-1.40951302176038,0.0238708631152439,1,29.3207665860079,1010,2020,0.703706,0,1
7566,0,0,0,0,0,0,0,0,0,0,0,0,0
7678,0,0,0,0,0,0,0,0,0,0,0,0,0
7606,10,28.1389277066915,9087.27272727271,16157,-1.93720632743119,0.0121482300249306,1,27.0420064021535,205.5,411,0.836884,0,0
7672,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,0,0,0,0,0,0,0,0,0,0,0,0,0
7670,3,27.2576308996101,943.75,1719,-1.21846845101904,0.042450329143575,0,0,0,0,0,0,0
7720,10,25.1568695137826,0,0,-0.0182676130429498,0,0,0,0,0,0,0,0
7681,0,0,0,0,0,0,0,0,0,0,0,0,0
7732,10,25.1568695156763,0,0,-0.0182676130429498,0,0,0,0,0,0,0,0
7654,10,28.7998562707762,16721.090909086,30334,-2.62148738478429,0.0219442036923213,0,0,0,0,0,0,0
7775,4,26.4075229032907,2253.99999999998,4765,-1.74472794503388,0.129314573213665,0,0,0,0,0,0,0
7761,2,27.4577449045751,897.333333333334,1387,-1.24946910292099,0.00370999290737391,2,27.9822617190948,192.000000000001,415,0.7328825,0.00016974181225,1
7636,0,0,0,0,0,0,0,0,0,0,0,0,0
7687,10,27.1138010526617,210.727272727274,446,-0.102901186654935,2.88700822028504e-05,10,27.0811435795022,249.999999999995,345,0.7630918,0.000252068620760001,3
7599,10,29.2223376980769,3544.90909090937,14055,-1.82413025503558,0.023795863723865,0,0,0,0,0,0,0
7745,10,26.9697502098926,12618.5454545429,77211,-1.0359451284612,0.0750064752359208,6,27.4538118169637,8025.71428571532,41428,0.754826666666667,0.000391540154888889,6
7744,10,29.0299598620462,684.000000000005,2236,-0.608664821081599,8.51192313717336e-05,0,0,0,0,0,0,0
7590,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,10,30.474465140877,8510.36363636341,16578,-2.01871507411822,0.043376846592374,0,0,0,0,0,0,0
7584,10,26.8732342385727,9570.36363636367,22515,-1.42573469294834,0.0238708631152438,1,29.3207665903265,1010,2020,0.703706,0,1
7620,10,29.4223468153106,7817.27272727361,13948,-2.54435179322377,0.00564371654696941,0,0,0,0,0,0,0
