date,topic,weight,n
2012-08-26,2544,0.89926,1
2012-08-27,2683,0.930992,2
2012-08-28,2781,0.947984,10
2012-08-28,2749,0.658588009004,10
2012-08-29,2884,0.920767,12
2012-08-30,2946,0.840796,32
2012-08-30,2920,0.793477,0
2012-08-31,3088,0.920963,17
2012-09-01,3121,1,5
2012-09-01,3121,0.848172847369,0
2012-09-02,3230,0.902358,3
2012-09-03,3388,0.925583,4
2012-09-04,3455,0.948774,3
2012-09-05,3511,0.925347,3
2012-09-06,3696,0.949559,3
2012-09-07,3739,0.954291,1
