document_id	topic_id	weight
42	58	0.000192
42	59	0.000246
42	60	0.000101
42	61	4.1e-05
42	62	0.000209
42	63	2.9e-05
42	64	0.000146
42	65	6.1e-05
42	66	0.000312
42	67	2.2e-05
42	68	0.000149
42	69	5.2e-05
42	70	7.1e-05
42	71	0.131768
42	72	8.2e-05
42	73	3.2e-05
42	74	4.5e-05
42	75	7.9e-05
42	76	3.2e-05
42	77	3.2e-05
42	78	9e-06
42	79	4.5e-05
42	80	4.2e-05
42	81	1.6e-05
42	82	0.000109
42	83	2.8e-05
42	84	9e-06
42	85	1.6e-05
42	86	6.5e-05
42	87	4.7e-05
42	88	3.2e-05
42	89	3.2e-05
42	90	2.8e-05
42	91	8.8e-05
42	92	5.1e-05
42	93	5.9e-05
42	94	8.8e-05
42	95	3.5e-05
42	96	6.9e-05
42	97	6.1e-05
42	98	3.5e-05
42	99	4.5e-05
42	100	6.8e-05
43	1	1.7e-05
43	2	2.1e-05
43	3	3.1e-05
43	4	3.4e-05
43	5	7e-06
43	6	3e-06
43	7	1.3e-05
43	8	0.003126
43	9	0.00294
43	10	0.019058
43	11	1.7e-05
43	12	0.000216
43	13	2.6e-05
43	14	4.5e-05
43	15	3.4e-05
43	16	2.9e-05
43	17	4.9e-05
43	18	6e-06
43	19	3.2e-05
43	20	7e-05
43	21	8e-05
43	22	1e-05
43	23	0.057618
43	24	4e-05
43	25	3.9e-05
43	26	0.032714
43	27	5.5e-05
43	28	6e-06
43	29	6e-06
43	30	6e-06
43	31	4.6e-05
43	32	3.4e-05
43	33	4.1e-05
43	34	2e-05
43	35	2.3e-05
43	36	3.8e-05
43	37	2.9e-05
43	38	1.2e-05
43	39	1.2e-05
43	40	1.5e-05
43	41	7.7e-05
43	42	5.1e-05
43	43	2.6e-05
43	44	0.000226
43	45	2.3e-05
43	46	1.5e-05
43	47	1.4e-05
43	48	9e-06
43	49	3.4e-05
43	50	1.4e-05
43	51	1e-05
43	52	1.8e-05
43	53	1e-05
43	54	6e-06
43	55	2.9e-05
43	56	1.8e-05
43	57	1.8e-05
43	58	9.1e-05
43	59	0.000117
43	60	4.8e-05
43	61	2e-05
43	62	9.9e-05
43	63	1.4e-05
43	64	0.658345
43	65	2.9e-05
43	66	0.000148
43	67	1e-05
43	68	7.1e-05
43	69	2.5e-05
43	70	3.4e-05
43	71	2.8e-05
43	72	3.9e-05
43	73	1.5e-05
43	74	2.1e-05
43	75	3.7e-05
43	76	1.5e-05
43	77	1.5e-05
43	78	4e-06
43	79	2.1e-05
43	80	2e-05
43	81	7e-06
43	82	0.223104
43	83	1.3e-05
43	84	4e-06
43	85	7e-06
43	86	3.1e-05
43	87	2.2e-05
43	88	1.5e-05
43	89	1.5e-05
43	90	1.3e-05
43	91	4.2e-05
43	92	2.4e-05
43	93	2.8e-05
43	94	4.2e-05
43	95	1.7e-05
43	96	3.3e-05
43	97	2.9e-05
43	98	1.6e-05
43	99	2.1e-05
43	100	3.2e-05
44	1	9e-06
44	2	1.1e-05
44	3	1.7e-05
44	4	1.8e-05
44	5	4e-06
44	6	2e-06
44	7	7e-06
44	8	0.004613
44	9	0.000118
44	10	9e-06
44	11	9e-06
44	12	0.243294
44	13	1.4e-05
44	14	0.326704
44	15	1.8e-05
44	16	0.382362
44	17	2.6e-05
44	18	3e-06
44	19	1.7e-05
44	20	3.8e-05
44	21	4.3e-05
44	22	6e-06
44	23	0.000267
44	24	2.2e-05
44	25	2.1e-05
44	26	3.9e-05
44	27	3e-05
44	28	3e-06
44	29	3e-06
44	30	3e-06
44	31	2.5e-05
44	32	1.8e-05
44	33	2.2e-05
44	34	1.1e-05
44	35	1.2e-05
44	36	2.1e-05
44	37	1.6e-05
44	38	7e-06
44	39	6e-06
44	40	8e-06
44	41	0.0352
44	42	2.7e-05
44	43	1.4e-05
44	44	0.000122
44	45	1.2e-05
44	46	8e-06
44	47	7e-06
44	48	5e-06
44	49	1.8e-05
44	50	7e-06
44	51	6e-06
44	52	1e-05
44	53	6e-06
44	54	3e-06
44	55	1.6e-05
44	56	0.001475
44	57	1e-05
44	58	4.9e-05
44	59	6.3e-05
44	60	2.6e-05
44	61	1.1e-05
44	62	5.3e-05
44	63	7e-06
44	64	3.7e-05
44	65	1.6e-05
44	66	8e-05
44	67	6e-06
44	68	3.8e-05
44	69	1.3e-05
44	70	1.8e-05
44	71	1.5e-05
44	72	2.1e-05
44	73	8e-06
44	74	1.1e-05
44	75	2e-05
44	76	8e-06
44	77	8e-06
44	78	2e-06
44	79	1.1e-05
44	80	1.1e-05
44	81	4e-06
44	82	2.8e-05
44	83	7e-06
44	84	2e-06
44	85	4e-06
44	86	1.7e-05
44	87	0.004407
44	88	8e-06
44	89	8e-06
44	90	7e-06
44	91	2.2e-05
44	92	1.3e-05
44	93	1.5e-05
44	94	2.3e-05
44	95	9e-06
44	96	1.8e-05
44	97	1.6e-05
44	98	9e-06
44	99	1.1e-05
44	100	1.7e-05
45	1	0.186602
45	2	1.1e-05
45	3	1.7e-05
45	4	1.8e-05
45	5	4e-06
45	6	2e-06
45	7	0.007353
45	8	0.029604
45	9	0.000119
45	10	9e-06
45	11	9e-06
45	12	0.000116
45	13	1.4e-05
45	14	2.5e-05
45	15	1.8e-05
45	16	0.001485
45	17	2.6e-05
45	18	3e-06
45	19	1.7e-05
45	20	0.589201
45	21	4.3e-05
45	22	6e-06
45	23	0.025244
45	24	2.2e-05
45	25	2.1e-05
45	26	3.9e-05
45	27	3e-05
45	28	3e-06
45	29	3e-06
45	30	3e-06
45	31	2.5e-05
45	32	1.8e-05
45	33	2.2e-05
45	34	1.1e-05
45	35	1.2e-05
45	36	2.1e-05
45	37	1.6e-05
45	38	7e-06
45	39	6e-06
45	40	8e-06
45	41	4.2e-05
45	42	2.8e-05
45	43	1.4e-05
45	44	0.000122
45	45	1.2e-05
45	46	8e-06
45	47	7e-06
45	48	5e-06
45	49	1.9e-05
45	50	7e-06
45	51	6e-06
45	52	1e-05
45	53	6e-06
45	54	3e-06
45	55	1.6e-05
45	56	1e-05
45	57	1e-05
45	58	4.9e-05
45	59	6.3e-05
45	60	2.6e-05
45	61	1.1e-05
45	62	5.4e-05
45	63	7e-06
45	64	3.8e-05
45	65	1.6e-05
45	66	8e-05
45	67	6e-06
45	68	3.8e-05
45	69	1.3e-05
45	70	0.001487
45	71	1.5e-05
45	72	2.1e-05
45	73	8e-06
45	74	1.1e-05
45	75	2e-05
45	76	8e-06
45	77	8e-06
45	78	2e-06
45	79	1.1e-05
45	80	1.1e-05
45	81	4e-06
45	82	2.8e-05
45	83	7e-06
45	84	2e-06
45	85	4e-06
45	86	1.7e-05
45	87	1.2e-05
45	88	8e-06
45	89	8e-06
45	90	7e-06
45	91	2.2e-05
45	92	1.3e-05
45	93	0.157223
45	94	2.3e-05
45	95	9e-06
45	96	1.8e-05
45	97	1.6e-05
45	98	9e-06
45	99	1.1e-05
45	100	1.7e-05
46	1	9e-06
46	2	1.1e-05
46	3	1.7e-05
46	4	1.8e-05
46	5	4e-06
46	6	2e-06
46	7	7e-06
46	8	0.004641
46	9	0.000119
46	10	9e-06
46	11	9e-06
46	12	0.224098
46	13	1.4e-05
46	14	0.328629
46	15	1.8e-05
46	16	1.6e-05
46	17	2.6e-05
46	18	3e-06
46	19	1.7e-05
46	20	3.8e-05
46	21	4.4e-05
46	22	6e-06
46	23	0.000268
46	24	2.2e-05
46	25	2.1e-05
46	26	3.9e-05
46	27	3e-05
46	28	3e-06
46	29	3e-06
46	30	3e-06
46	31	2.5e-05
46	32	1.8e-05
46	33	2.2e-05
46	34	1.1e-05
46	35	1.2e-05
46	36	2.1e-05
46	37	1.6e-05
46	38	7e-06
46	39	7e-06
46	40	8e-06
46	41	4.2e-05
46	42	2.8e-05
46	43	1.4e-05
46	44	0.000123
46	45	1.2e-05
46	46	8e-06
46	47	7e-06
46	48	5e-06
46	49	1.9e-05
46	50	7e-06
46	51	6e-06
46	52	1e-05
46	53	6e-06
46	54	3e-06
46	55	0.04717
46	56	1e-05
46	57	1e-05
46	58	4.9e-05
46	59	6.3e-05
46	60	2.6e-05
46	61	1.1e-05
46	62	5.4e-05
46	63	7e-06
46	64	3.8e-05
46	65	1.6e-05
46	66	8e-05
46	67	6e-06
46	68	3.8e-05
46	69	0.393455
46	70	1.8e-05
46	71	1.5e-05
46	72	2.1e-05
46	73	8e-06
46	74	1.2e-05
46	75	2e-05
46	76	8e-06
46	77	8e-06
46	78	2e-06
46	79	1.2e-05
46	80	1.1e-05
46	81	4e-06
46	82	2.8e-05
46	83	7e-06
46	84	2e-06
46	85	4e-06
46	86	1.7e-05
46	87	1.2e-05
46	88	8e-06
46	89	8e-06
46	90	7e-06
46	91	2.3e-05
46	92	1.3e-05
46	93	1.5e-05
46	94	2.3e-05
46	95	9e-06
46	96	1.8e-05
46	97	1.6e-05
46	98	9e-06
46	99	1.1e-05
46	100	1.7e-05
47	1	1e-05
47	2	0.001678
47	3	1.9e-05
47	4	2.1e-05
47	5	5e-06
47	6	2e-06
47	7	8e-06
47	8	0.035212
47	9	0.000134
47	10	1e-05
47	11	1e-05
47	12	0.001797
47	13	1.6e-05
47	14	2.8e-05
47	15	2.1e-05
47	16	1.8e-05
47	17	3e-05
47	18	4e-06
47	19	2e-05
47	20	0.649364
47	21	4.9e-05
47	22	6e-06
47	23	0.000303
47	24	0.003354
47	25	2.4e-05
47	26	4.4e-05
47	27	3.4e-05
47	28	4e-06
47	29	4e-06
47	30	4e-06
47	31	2.8e-05
47	32	2.1e-05
47	33	2.5e-05
47	34	1.2e-05
47	35	1.4e-05
47	36	2.3e-05
47	37	1.8e-05
47	38	7e-06
47	39	7e-06
47	40	9e-06
47	41	4.7e-05
47	42	3.1e-05
47	43	1.6e-05
47	44	0.048421
47	45	1.4e-05
47	46	9e-06
47	47	8e-06
47	48	5e-06
47	49	2.1e-05
47	50	8e-06
47	51	6e-06
47	52	1.1e-05
47	53	6e-06
47	54	4e-06
47	55	1.8e-05
47	56	1.1e-05
47	57	1.1e-05
47	58	5.6e-05
47	59	7.1e-05
47	60	2.9e-05
47	61	1.2e-05
47	62	6.1e-05
47	63	8e-06
47	64	4.3e-05
47	65	1.8e-05
47	66	0.028395
47	67	6e-06
47	68	4.3e-05
47	69	1.5e-05
47	70	2.1e-05
47	71	1.7e-05
47	72	2.4e-05
47	73	9e-06
47	74	1.3e-05
47	75	2.3e-05
47	76	9e-06
47	77	9e-06
47	78	3e-06
47	79	1.3e-05
47	80	1.2e-05
47	81	5e-06
47	82	3.2e-05
47	83	8e-06
47	84	3e-06
47	85	5e-06
47	86	1.9e-05
47	87	1.4e-05
47	88	9e-06
47	89	9e-06
47	90	8e-06
47	91	2.5e-05
47	92	1.5e-05
47	93	0.229777
47	94	2.6e-05
47	95	1e-05
47	96	2e-05
47	97	1.8e-05
47	98	1e-05
47	99	1.3e-05
47	100	2e-05
48	1	8e-06
48	2	1e-05
48	3	1.5e-05
48	4	1.6e-05
48	5	4e-06
48	6	1e-06
48	7	6e-06
48	8	0.055052
48	9	0.001411
48	10	8e-06
48	11	8e-06
48	12	0.22998
48	13	1.2e-05
48	14	2.2e-05
48	15	1.6e-05
48	16	1.4e-05
48	17	0.030064
48	18	3e-06
48	19	1.5e-05
48	20	3.4e-05
48	21	3.9e-05
48	22	5e-06
48	23	0.065544
48	24	1.9e-05
48	25	1.9e-05
48	26	3.4e-05
48	27	2.6e-05
48	28	3e-06
48	29	3e-06
48	30	3e-06
48	31	0.001328
48	32	1.6e-05
48	33	2e-05
48	34	1e-05
48	35	1.1e-05
48	36	1.8e-05
48	37	1.4e-05
48	38	6e-06
48	39	6e-06
48	40	7e-06
48	41	0.147629
48	42	2.4e-05
48	43	1.3e-05
48	44	0.021007
48	45	1.1e-05
48	46	7e-06
48	47	7e-06
48	48	4e-06
48	49	1.6e-05
48	50	7e-06
48	51	5e-06
48	52	9e-06
48	53	5e-06
48	54	3e-06
48	55	1.4e-05
48	56	9e-06
48	57	9e-06
48	58	0.113676
48	59	5.6e-05
48	60	2.3e-05
48	61	9e-06
48	62	4.8e-05
48	63	7e-06
48	64	0.015707
48	65	1.4e-05
48	66	7.1e-05
48	67	5e-06
48	68	0.002646
48	69	1.2e-05
48	70	1.6e-05
48	71	1.3e-05
48	72	1.9e-05
48	73	7e-06
48	74	1e-05
48	75	1.8e-05
48	76	7e-06
48	77	7e-06
48	78	2e-06
48	79	1e-05
48	80	1e-05
48	81	4e-06
48	82	2.5e-05
48	83	6e-06
48	84	2e-06
48	85	4e-06
48	86	1.5e-05
48	87	1.1e-05
48	88	7e-06
48	89	7e-06
48	90	6e-06
48	91	2e-05
48	92	1.2e-05
48	93	1.3e-05
48	94	0.001326
48	95	8e-06
48	96	0.091444
48	97	0.222054
48	98	8e-06
48	99	1e-05
48	100	1.6e-05
49	1	1e-06
49	2	2e-06
49	3	2e-06
49	4	3e-06
49	5	1e-06
49	6	0
49	7	1e-06
49	8	3.2e-05
49	9	1.7e-05
49	10	1e-06
49	11	1e-06
49	12	1.7e-05
49	13	2e-06
49	14	4e-06
49	15	0.153599
49	16	2e-06
49	17	4e-06
49	18	0
49	19	3e-06
49	20	6e-06
49	21	0.042032
49	22	0.284793
49	23	0.002599
49	24	3e-06
49	25	3e-06
49	26	6e-06
49	27	4e-06
49	28	0
49	29	0
49	30	0
49	31	0.000217
49	32	3e-06
49	33	3e-06
49	34	2e-06
49	35	2e-06
49	36	3e-06
49	37	2e-06
49	38	1e-06
49	39	1e-06
49	40	1e-06
49	41	6e-06
49	42	4e-06
49	43	2e-06
49	44	1.8e-05
49	45	2e-06
49	46	1e-06
49	47	1e-06
49	48	1e-06
49	49	3e-06
49	50	1e-06
49	51	1e-06
49	52	1e-06
49	53	1e-06
49	54	0
49	55	2e-06
49	56	1e-06
49	57	1e-06
49	58	7e-06
49	59	9e-06
49	60	4e-06
49	61	2e-06
49	62	8e-06
49	63	1e-06
49	64	5e-06
49	65	2e-06
49	66	1.2e-05
49	67	1e-06
49	68	6e-06
49	69	2e-06
49	70	3e-06
49	71	0.516468
49	72	3e-06
49	73	1e-06
49	74	2e-06
49	75	3e-06
49	76	1e-06
49	77	1e-06
49	78	0
49	79	2e-06
49	80	2e-06
49	81	1e-06
49	82	4e-06
49	83	1e-06
49	84	0
49	85	1e-06
49	86	2e-06
49	87	2e-06
49	88	1e-06
49	89	1e-06
49	90	1e-06
49	91	3e-06
49	92	2e-06
49	93	2e-06
49	94	3e-06
49	95	1e-06
49	96	3e-06
49	97	2e-06
49	98	1e-06
49	99	2e-06
49	100	3e-06
50	1	8e-06
50	2	1e-05
50	3	1.5e-05
50	4	1.6e-05
50	5	4e-06
50	6	1e-06
50	7	6e-06
50	8	0.000193
50	9	0.019519
50	10	8e-06
50	11	8e-06
50	12	0.221425
50	13	1.2e-05
50	14	0.001316
50	15	1.6e-05
50	16	0.009074
50	17	2.3e-05
50	18	3e-06
50	19	1.5e-05
50	20	3.4e-05
50	21	3.8e-05
50	22	5e-06
50	23	0.048124
50	24	1.9e-05
50	25	1.8e-05
50	26	3.4e-05
50	27	2.6e-05
50	28	3e-06
50	29	3e-06
50	30	3e-06
50	31	0.007788
50	32	1.6e-05
50	33	1.9e-05
50	34	9e-06
50	35	1.1e-05
50	36	0.003901
50	37	1.4e-05
50	38	6e-06
50	39	6e-06
50	40	7e-06
50	41	3.7e-05
50	42	2.4e-05
50	43	1.2e-05
50	44	0.002696
50	45	1.1e-05
50	46	7e-06
50	47	6e-06
50	48	4e-06
50	49	1.6e-05
50	50	6e-06
50	51	5e-06
50	52	9e-06
50	53	5e-06
50	54	3e-06
50	55	1.4e-05
50	56	9e-06
50	57	9e-06
50	58	0.194186
50	59	5.6e-05
50	60	2.3e-05
50	61	0.007775
50	62	4.7e-05
50	63	6e-06
50	64	3.3e-05
50	65	1.4e-05
50	66	7.1e-05
50	67	5e-06
50	68	3.4e-05
50	69	1.2e-05
50	70	1.6e-05
50	71	1.3e-05
50	72	1.8e-05
50	73	7e-06
50	74	1e-05
50	75	0.047906
50	76	7e-06
50	77	7e-06
50	78	2e-06
50	79	0.121673
50	80	9e-06
50	81	4e-06
50	82	0.01685
50	83	6e-06
50	84	2e-06
50	85	4e-06
50	86	1.5e-05
50	87	1.1e-05
50	88	0.295104
50	89	7e-06
50	90	6e-06
50	91	2e-05
50	92	1.2e-05
50	93	1.3e-05
50	94	0.001314
50	95	8e-06
50	96	1.6e-05
50	97	1.4e-05
50	98	8e-06
50	99	1e-05
50	100	1.5e-05
51	1	9e-06
51	2	1.2e-05
51	3	1.7e-05
51	4	1.9e-05
51	5	4e-06
51	6	2e-06
51	7	8e-06
51	8	0.023177
51	9	0.000123
51	10	9e-06
51	11	9e-06
51	12	0.251029
51	13	1.5e-05
51	14	2.6e-05
51	15	1.9e-05
51	16	1.6e-05
51	17	2.7e-05
51	18	3e-06
51	19	1.8e-05
51	20	4e-05
51	21	4.5e-05
51	22	6e-06
51	23	0.075245
51	24	2.2e-05
51	25	2.2e-05
51	26	4e-05
51	27	3.1e-05
51	28	3e-06
51	29	3e-06
51	30	3e-06
51	31	2.6e-05
51	32	1.9e-05
51	33	2.3e-05
51	34	1.1e-05
51	35	1.3e-05
51	36	2.1e-05
51	37	1.6e-05
51	38	7e-06
51	39	7e-06
51	40	9e-06
51	41	4.3e-05
51	42	2.9e-05
51	43	1.5e-05
51	44	0.001657
51	45	1.3e-05
51	46	9e-06
51	47	8e-06
51	48	5e-06
51	49	1.9e-05
51	50	0.452865
51	51	6e-06
51	52	1e-05
51	53	6e-06
51	54	3e-06
51	55	1.6e-05
51	56	1e-05
51	57	1e-05
51	58	0.148454
51	59	6.6e-05
51	60	2.7e-05
51	61	1.1e-05
51	62	5.6e-05
51	63	8e-06
51	64	3.9e-05
51	65	1.6e-05
51	66	8.3e-05
51	67	6e-06
51	68	4e-05
51	69	1.4e-05
51	70	1.9e-05
51	71	1.6e-05
51	72	0.04592
51	73	9e-06
51	74	1.2e-05
51	75	2.1e-05
51	76	8e-06
51	77	8e-06
51	78	3e-06
51	79	1.2e-05
51	80	1.1e-05
51	81	4e-06
51	82	2.9e-05
51	83	8e-06
51	84	3e-06
51	85	4e-06
51	86	1.7e-05
51	87	1.3e-05
51	88	8e-06
51	89	8e-06
51	90	8e-06
51	91	2.3e-05
51	92	1.4e-05
51	93	1.6e-05
51	94	2.4e-05
51	95	9e-06
51	96	1.8e-05
51	97	1.6e-05
51	98	9e-06
51	99	1.2e-05
51	100	1.8e-05
52	1	9e-06
52	2	1.2e-05
52	3	1.7e-05
52	4	1.9e-05
52	5	4e-06
52	6	2e-06
52	7	8e-06
52	8	0.000227
52	9	0.000123
52	10	9e-06
52	11	9e-06
52	12	0.214854
52	13	1.4e-05
52	14	0.342686
52	15	1.9e-05
52	16	1.6e-05
52	17	2.7e-05
52	18	3e-06
52	19	1.8e-05
52	20	3.9e-05
52	21	4.5e-05
52	22	6e-06
52	23	0.000277
52	24	2.2e-05
52	25	2.2e-05
52	26	4e-05
52	27	3.1e-05
52	28	3e-06
52	29	3e-06
52	30	3e-06
52	31	2.6e-05
52	32	1.9e-05
52	33	2.3e-05
52	34	1.1e-05
52	35	1.3e-05
52	36	2.1e-05
52	37	1.6e-05
52	38	7e-06
52	39	7e-06
52	40	8e-06
52	41	0.006135
52	42	2.9e-05
52	43	1.5e-05
52	44	0.000127
52	45	1.3e-05
52	46	8e-06
52	47	8e-06
52	48	5e-06
52	49	1.9e-05
52	50	8e-06
52	51	6e-06
52	52	1e-05
52	53	6e-06
52	54	3e-06
52	55	1.6e-05
52	56	1e-05
52	57	1e-05
52	58	5.1e-05
52	59	6.5e-05
52	60	2.7e-05
52	61	1.1e-05
52	62	5.5e-05
52	63	8e-06
52	64	3.9e-05
52	65	1.6e-05
52	66	8.3e-05
52	67	6e-06
52	68	0.001563
52	69	0.432527
52	70	1.9e-05
52	71	1.6e-05
52	72	2.2e-05
52	73	8e-06
52	74	1.2e-05
52	75	2.1e-05
52	76	8e-06
52	77	8e-06
52	78	3e-06
52	79	1.2e-05
52	80	1.1e-05
52	81	4e-06
52	82	2.9e-05
52	83	8e-06
52	84	3e-06
52	85	4e-06
52	86	1.7e-05
52	87	1.3e-05
52	88	8e-06
52	89	8e-06
52	90	8e-06
52	91	2.3e-05
52	92	1.4e-05
52	93	1.6e-05
52	94	2.3e-05
52	95	9e-06
52	96	1.8e-05
52	97	1.6e-05
52	98	9e-06
52	99	1.2e-05
52	100	1.8e-05
53	1	1.3e-05
53	2	1.6e-05
53	3	2.4e-05
53	4	0.205579
53	5	6e-06
53	6	2e-06
53	7	1e-05
53	8	0.058446
53	9	0.039617
53	10	1.3e-05
53	11	1.3e-05
53	12	0.000165
53	13	2e-05
53	14	3.5e-05
53	15	2.6e-05
53	16	2.2e-05
53	17	3.7e-05
53	18	5e-06
53	19	2.5e-05
53	20	5.4e-05
53	21	6.1e-05
53	22	8e-06
53	23	0.019065
53	24	0.018717
53	25	3e-05
53	26	0.215989
53	27	4.2e-05
53	28	5e-06
53	29	5e-06
53	30	5e-06
53	31	3.5e-05
53	32	2.6e-05
53	33	3.1e-05
53	34	1.5e-05
53	35	1.7e-05
53	36	2.9e-05
53	37	2.2e-05
53	38	9e-06
53	39	9e-06
53	40	1.2e-05
53	41	5.9e-05
53	42	3.9e-05
53	43	2e-05
53	44	0.000173
53	45	1.7e-05
53	46	1.2e-05
53	47	1e-05
53	48	7e-06
53	49	2.6e-05
53	50	1e-05
53	51	8e-06
53	52	1.4e-05
53	53	8e-06
53	54	5e-06
53	55	2.2e-05
53	56	1.4e-05
53	57	1.4e-05
53	58	7e-05
53	59	8.9e-05
53	60	3.7e-05
53	61	1.5e-05
53	62	7.6e-05
53	63	1e-05
53	64	0.402854
53	65	2.2e-05
53	66	0.000113
53	67	8e-06
53	68	5.4e-05
53	69	1.9e-05
53	70	2.6e-05
53	71	2.1e-05
53	72	3e-05
53	73	1.2e-05
53	74	1.6e-05
53	75	2.8e-05
53	76	1.1e-05
53	77	1.2e-05
53	78	3e-06
53	79	1.6e-05
53	80	1.5e-05
53	81	6e-06
53	82	4e-05
53	83	1e-05
53	84	3e-06
53	85	6e-06
53	86	2.3e-05
53	87	1.7e-05
53	88	1.2e-05
53	89	1.1e-05
53	90	1e-05
53	91	0.022871
53	92	1.9e-05
53	93	2.1e-05
53	94	3.2e-05
53	95	1.3e-05
53	96	2.5e-05
53	97	2.2e-05
53	98	1.3e-05
53	99	1.6e-05
53	100	0.014559
54	1	8e-06
54	2	1e-05
54	3	1.5e-05
54	4	1.6e-05
54	5	4e-06
54	6	1e-06
54	7	6e-06
54	8	0.048933
54	9	0.023191
54	10	8e-06
54	11	0.34761
54	12	0.000102
54	13	1.2e-05
54	14	2.1e-05
54	15	1.6e-05
54	16	1.4e-05
54	17	2.3e-05
54	18	3e-06
54	19	1.5e-05
54	20	3.3e-05
54	21	3.8e-05
54	22	5e-06
54	23	0.05154
54	24	1.9e-05
54	25	1.8e-05
54	26	3.4e-05
54	27	2.6e-05
54	28	3e-06
54	29	3e-06
54	30	3e-06
54	31	2.2e-05
54	32	1.6e-05
54	33	1.9e-05
54	34	9e-06
54	35	1.1e-05
54	36	1.8e-05
54	37	1.4e-05
54	38	6e-06
54	39	6e-06
54	40	7e-06
54	41	3.6e-05
54	42	2.4e-05
54	43	1.2e-05
54	44	0.014216
54	45	1.1e-05
54	46	7e-06
54	47	6e-06
54	48	4e-06
54	49	1.6e-05
54	50	6e-06
54	51	5e-06
54	52	9e-06
54	53	5e-06
54	54	3e-06
54	55	1.4e-05
54	56	9e-06
54	57	8e-06
54	58	4.3e-05
54	59	5.5e-05
54	60	2.3e-05
54	61	9e-06
54	62	0.442566
54	63	6e-06
54	64	3.3e-05
54	65	1.4e-05
54	66	7e-05
54	67	5e-06
54	68	3.3e-05
54	69	1.2e-05
54	70	1.6e-05
54	71	1.3e-05
54	72	1.8e-05
54	73	7e-06
54	74	1e-05
54	75	1.8e-05
54	76	7e-06
54	77	7e-06
54	78	2e-06
54	79	1e-05
54	80	9e-06
54	81	4e-06
54	82	2.4e-05
54	83	6e-06
54	84	2e-06
54	85	4e-06
54	86	1.5e-05
54	87	1.1e-05
54	88	7e-06
54	89	7e-06
54	90	6e-06
54	91	2e-05
54	92	1.2e-05
54	93	1.3e-05
54	94	2e-05
54	95	8e-06
54	96	1.5e-05
54	97	1.4e-05
54	98	8e-06
54	99	1e-05
54	100	0.070562
55	1	9e-06
55	2	1.2e-05
55	3	1.7e-05
55	4	1.9e-05
55	5	4e-06
55	6	2e-06
55	7	0.328461
55	8	0.00783
55	9	0.006205
55	10	9e-06
55	11	9e-06
55	12	0.247981
55	13	1.4e-05
55	14	2.5e-05
55	15	1.9e-05
55	16	1.6e-05
55	17	2.7e-05
55	18	3e-06
55	19	1.8e-05
55	20	3.9e-05
55	21	4.5e-05
55	22	6e-06
55	23	0.093034
55	24	2.2e-05
55	25	2.2e-05
55	26	4e-05
55	27	0.001551
55	28	3e-06
55	29	3e-06
55	30	3e-06
55	31	2.6e-05
55	32	1.9e-05
55	33	2.3e-05
55	34	1.1e-05
55	35	1.3e-05
55	36	2.1e-05
55	37	0.024346
55	38	7e-06
55	39	7e-06
55	40	8e-06
55	41	4.3e-05
55	42	2.8e-05
55	43	1.5e-05
55	44	0.000127
55	45	1.3e-05
55	46	8e-06
55	47	8e-06
55	48	5e-06
55	49	1.9e-05
55	50	8e-06
55	51	6e-06
55	52	1e-05
55	53	6e-06
55	54	3e-06
55	55	1.6e-05
55	56	1e-05
55	57	1e-05
55	58	0.152113
55	59	6.5e-05
55	60	2.7e-05
55	61	1.1e-05
55	62	0.001576
55	63	8e-06
55	64	3.9e-05
55	65	1.6e-05
55	66	8.3e-05
55	67	6e-06
55	68	4e-05
55	69	1.4e-05
55	70	1.9e-05
55	71	1.6e-05
55	72	2.2e-05
55	73	8e-06
55	74	1.2e-05
55	75	2.1e-05
55	76	8e-06
55	77	8e-06
55	78	3e-06
55	79	0.114058
55	80	1.1e-05
55	81	4e-06
55	82	2.9e-05
55	83	8e-06
55	84	3e-06
55	85	4e-06
55	86	1.7e-05
55	87	1.3e-05
55	88	8e-06
55	89	8e-06
55	90	8e-06
55	91	2.3e-05
55	92	1.4e-05
55	93	1.6e-05
55	94	2.3e-05
55	95	0.003051
55	96	1.8e-05
55	97	1.6e-05
55	98	9e-06
55	99	1.2e-05
55	100	0.018265
56	1	1e-05
56	2	1.2e-05
56	3	1.8e-05
56	4	2e-05
56	5	4e-06
56	6	2e-06
56	7	8e-06
56	8	0.04796
56	9	0.000128
56	10	1e-05
56	11	1e-05
56	12	0.000126
56	13	1.5e-05
56	14	2.7e-05
56	15	2e-05
56	16	1.7e-05
56	17	2.8e-05
56	18	3e-06
56	19	1.9e-05
56	20	4.1e-05
56	21	4.7e-05
56	22	6e-06
56	23	0.02256
56	24	2.3e-05
56	25	2.3e-05
56	26	0.020722
56	27	3.2e-05
56	28	3e-06
56	29	3e-06
56	30	4e-06
56	31	2.7e-05
56	32	0.316583
56	33	2.4e-05
56	34	1.2e-05
56	35	1.3e-05
56	36	2.2e-05
56	37	1.7e-05
56	38	7e-06
56	39	7e-06
56	40	9e-06
56	41	4.5e-05
56	42	3e-05
56	43	1.5e-05
56	44	0.054219
56	45	1.3e-05
56	46	9e-06
56	47	8e-06
56	48	5e-06
56	49	2e-05
56	50	8e-06
56	51	6e-06
56	52	1.1e-05
56	53	6e-06
56	54	3e-06
56	55	1.7e-05
56	56	1.1e-05
56	57	1.1e-05
56	58	5.3e-05
56	59	6.8e-05
56	60	0.0048
56	61	1.1e-05
56	62	5.8e-05
56	63	8e-06
56	64	4.1e-05
56	65	1.7e-05
56	66	0.385053
