40324,10,25.4327490710173,18104,18104,-0.033311331230233,1.18225987007816e-05,10,24.6618608488856,13887,13887,-0.127255685281707,0.000984268619677728,10,24.5939729776739,13568,0.340073885087971,-13858.686075008,645389.520888687,10,24.6525831249441,14232,0.0188226771559291,-1.60631753668584,0.0098390752853135
40309,10,25.2746870362899,14511,14511,-0.000624601101190962,4.201774372248e-10,10,24.3832933112978,3939,3939,-0.0134698011939592,4.78008214299411e-07,10,24.3476234422491,4089,0.0270500440127417,-10320.843805597,20230.149160142,10,25.1283948318955,12294,0.00112878061097925,-0.966590647888867,0.000336833545396579
40316,10,27.9076043552971,24411,24411,-0.0114722305079196,4.24572981733423e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40222,10,25.4359789715915,21668,21668,-0.0399935927212423,0.000369573336554315,10,25.0395880974357,14274,14274,-0.089313309096284,0.000716337878090311,10,25.0217613638285,14502,2.67797769248324,-14352.3720393583,1308488.99998378,10,25.036551884789,17625,0.0266629454369576,-1.42610056033573,0.0591580161068796
40284,10,27.9361857144812,19648,19648,-0.0160826656761388,7.37708600887796e-06,1,27.7076713157777,1222,1222,-0.146516921556382,0,1,27.7076713158516,1222,0.0841019901559753,-14659.3531833391,0,1,27.7076713173626,1222,0.00327452741709717,-2.53541660986315,0
40268,10,25.6193433003593,13019,13019,-0.000517202177118609,2.88103096064607e-10,10,24.0040757359396,2321,2321,-0.00691013622061075,7.26133370768006e-07,10,24.0296797701751,2566,0.0346181000956245,-8635.05062207953,65553.7890311561,10,25.1511667355717,11194,0.00103219941504537,-0.870950432115928,0.000305618571791029
40255,10,26.7499648125357,21667,21667,-0.00647161425270372,1.35108250470305e-06,10,23.9239200242921,89970,89970,-0.158591076600702,0.00403533396862913,10,23.9239200236208,89970,675.059535108181,-20344.9617989272,47126911.6849775,10,23.8873179107493,102427,0.0777234736042205,-1.92845494703525,0.0559647391975559
40361,10,24.3480158221873,5666,5666,-0.0239219510878443,6.09708383736181e-06,10,24.5416910321881,6809,6809,-0.0365181784285088,0.000233483774729953,10,24.4982467895952,5053,0.23002504648045,-9038.27579837705,129994.460837672,10,24.5352776052968,6963,0.0183390833870712,-1.06095761447072,0.00340603891235141
40240,10,23.8449847834075,63273,63273,-0.0723903032572852,4.64043769945331e-05,10,23.1351514019204,11686,11686,-0.0451054853701594,1.1264772945798e-05,10,23.1331465902866,12902,2.44002250992933,-23286.0347827724,9871.88642951558,10,23.3681948594111,16310,0.0142947173629485,-1.82037195753932,0.00205911621066469
40280,10,25.1441830891687,25517,25517,-0.000702317970109608,5.3124492995637e-10,10,24.5199924892722,7948,7948,-0.0211702858436967,5.91662937826702e-06,10,24.5367490015506,8199,0.0690635979020422,-10980.4203707806,43681.491660155,10,25.0226191948402,23131,0.000986406745054409,-1.03953642863823,0.000252475825707089
40211,4,27.9359857993984,15700,15700,-0.28262778160149,0.00238046216628719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40245,10,25.9150249500089,18213,18213,-0.000645668018205859,4.48999427123833e-10,10,24.1841897215379,4789,4789,-0.0150817989800741,1.06659772774937e-06,10,24.2158291090614,5027,0.0793662449368063,-9949.88408270862,13992.4466524334,10,25.9658747879485,16970,0.00108317021854341,-0.987325290028284,0.00030694693011196
40232,4,26.5210903349045,7592,7592,-0.293814928750274,0.00257264167824782,1,28.2292518220824,683,683,-0.143882182278854,0,1,28.2292518204148,683,0.045468671413454,-8564.15561195231,0,1,28.2292518221031,683,0.00413939234179766,-1.56770804531222,0
40247,10,27.3944741230498,18339,18339,-0.00208012638818675,1.94943486711946e-07,10,25.4381842076401,17626,17626,-0.125259697705659,0.00416387709323588,10,25.4381842076877,17626,17.1150392089221,-16653.8317781927,14129520.075449,10,25.4381842090908,17626,0.00216859693993262,-1.46316604959662,0.119594460798138
40307,10,26.3381338782309,19991,19991,-0.000772399050365242,6.42555579489526e-10,10,24.3822943880045,9322,9322,-0.0405221870217415,1.47866077180773e-06,10,24.4637281759479,9832,0.0462100306346545,-12282.6863341328,34179.5480982293,10,26.3379408841771,18770,0.00111093554451215,-1.09805211816914,0.000305599389077311
40319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
