document,0.300000,507047
document,0.310000,471318
document,0.320000,425245
document,0.330000,405714
document,0.340000,384901
document,0.350000,379192
document,0.360000,366171
document,0.370000,360509
document,0.380000,351118
document,0.390000,351992
document,0.400000,344668
document,0.410000,338338
document,0.420000,337624
document,0.430000,334912
document,0.440000,335838
document,0.450000,337053
document,0.460000,338836
document,0.470000,342775
document,0.480000,345099
document,0.490000,351734
document,0.500000,341768
document,0.510000,346877
document,0.520000,346285
document,0.530000,339972
document,0.540000,335079
document,0.550000,329196
document,0.560000,323591
document,0.570000,317372
document,0.580000,307349
document,0.590000,298881
document,0.600000,300574
document,0.610000,294679
document,0.620000,260565
document,0.630000,242895
document,0.640000,226621
document,0.650000,210076
document,0.660000,193477
document,0.670000,176884
document,0.680000,160829
document,0.690000,147453
document,0.700000,133221
document,0.710000,120500
document,0.720000,107766
document,0.730000,95869
document,0.740000,86642
document,0.750000,76962
document,0.760000,67321
document,0.770000,58767
document,0.780000,52543
document,0.790000,46691
document,0.800000,40801
document,0.810000,34271
document,0.820000,26435
document,0.830000,19899
document,0.840000,16434
document,0.850000,16443
document,0.860000,31310
document,0.870000,32595
document,0.880000,18501
document,0.890000,7899
document,0.900000,5713
document,0.910000,5075
document,0.920000,6802
document,0.930000,5980
document,0.940000,12811
document,0.950000,44217
document,0.960000,12132
document,0.970000,8902
document,0.980000,44842
document,0.990000,108359
topic,0.300000,4324
topic,0.310000,4141
topic,0.320000,3914
topic,0.330000,3592
topic,0.340000,3463
topic,0.350000,3146
topic,0.360000,2856
topic,0.370000,2703
topic,0.380000,2415
topic,0.390000,2399
topic,0.400000,2083
topic,0.410000,1972
topic,0.420000,1849
topic,0.430000,2005
topic,0.440000,1909
topic,0.450000,1437
topic,0.460000,1281
topic,0.470000,1166
topic,0.480000,1141
topic,0.490000,1197
topic,0.500000,1072
topic,0.510000,1118
topic,0.520000,1073
topic,0.530000,1102
topic,0.540000,1098
topic,0.550000,1191
topic,0.560000,1236
topic,0.570000,1021
topic,0.580000,860
topic,0.590000,767
topic,0.600000,718
topic,0.610000,782
topic,0.620000,754
topic,0.630000,670
topic,0.640000,694
topic,0.650000,688
topic,0.660000,657
topic,0.670000,618
topic,0.680000,623
topic,0.690000,489
topic,0.700000,491
topic,0.710000,506
topic,0.720000,485
topic,0.730000,513
topic,0.740000,526
topic,0.750000,491
topic,0.760000,506
topic,0.770000,525
topic,0.780000,566
topic,0.790000,542
topic,0.800000,503
topic,0.810000,538
topic,0.820000,548
topic,0.830000,537
topic,0.840000,563
topic,0.850000,574
topic,0.860000,554
topic,0.870000,629
topic,0.880000,585
topic,0.890000,630
topic,0.900000,679
topic,0.910000,636
topic,0.920000,596
topic,0.930000,552
topic,0.940000,498
topic,0.950000,602
topic,0.960000,652
topic,0.970000,753
topic,0.980000,1286
topic,0.990000,1168
