15304, 15296, 0.003601
15304, 15297, 0.010114
15304, 15298, 0.002698
15304, 15299, 0.014263
15304, 15300, 0.020829
15304, 15244, 0.045367
15304, 15245, 0.020119
15304, 15246, 0.016201
15304, 15247, 0.010381
15304, 15240, 0.005544
15304, 15241, 0.012910
15304, 15242, 0.000000
15304, 15243, 0.005544
15304, 15236, 0.020466
15304, 15237, 0.000000
15304, 15238, 0.004413
15304, 15239, 0.004783
15304, 15232, 0.005960
15304, 15233, 0.003882
15304, 15234, 0.009154
15304, 15235, 0.002809
15304, 15261, 0.006668
15304, 15260, 0.006214
15304, 15263, 0.002529
15304, 15262, 0.006668
15304, 15257, 0.003078
15304, 15256, 0.006562
15304, 15259, 0.000000
15304, 15258, 0.000000
15304, 15253, 0.002329
15304, 15252, 0.046325
15304, 15255, 0.000000
15304, 15254, 0.039315
15304, 15249, 0.010210
15304, 15248, 0.004556
15304, 15251, 0.006482
15304, 15250, 0.001305
15304, 15278, 0.000000
15304, 15279, 0.003843
15304, 15276, 0.006148
15304, 15277, 0.007192
15304, 15274, 0.008172
15304, 15275, 0.009497
15304, 15272, 0.000000
15304, 15273, 0.007467
15304, 15270, 0.000000
15304, 15271, 0.000000
15304, 15268, 0.008120
15304, 15269, 0.018738
15304, 15266, 0.008882
15304, 15267, 0.005464
15304, 15264, 0.001511
15304, 15265, 0.009949
15304, 15295, 0.000000
15304, 15294, 0.071052
15304, 15293, 0.000000
15304, 15292, 0.002636
15304, 15291, 0.001402
15304, 15290, 0.000000
15304, 15289, 0.004184
15304, 15288, 0.010849
15304, 15287, 0.000000
15304, 15286, 0.000000
15304, 15285, 0.000000
15304, 15284, 0.000000
15304, 15283, 0.006360
15304, 15282, 0.000000
15304, 15281, 0.009858
15304, 15280, 0.003210
15304, 15203, 0.000000
15304, 15202, 0.012057
15304, 15201, 0.003807
15304, 15207, 0.003137
15304, 15206, 0.094456
15304, 15205, 0.039690
15304, 15204, 0.001890
15304, 15211, 0.003843
15304, 15210, 0.004015
15304, 15209, 0.010016
15304, 15208, 0.022191
15304, 15215, 0.037717
15304, 15214, 0.000000
15304, 15213, 0.000000
15304, 15212, 0.006015
15304, 15218, 0.003017
15304, 15219, 0.012533
15304, 15216, 0.002144
15304, 15217, 0.000000
15304, 15222, 0.000000
15304, 15223, 0.000000
15304, 15220, 0.000000
15304, 15221, 0.030305
15304, 15226, 0.000000
15304, 15227, 0.006199
15304, 15224, 0.000000
15304, 15225, 0.002084
15304, 15230, 0.006075
15304, 15231, 0.000000
15304, 15228, 0.003182
15304, 15229, 0.000000
15305, 15296, 0.000000
15305, 15297, 0.006750
15305, 15298, 0.000000
15305, 15299, 0.022847
15305, 15300, 0.000000
15305, 15244, 0.015965
15305, 15245, 0.011936
15305, 15246, 0.000000
15305, 15247, 0.006929
