document,0.300000,10739
document,0.310000,9381
document,0.320000,8428
document,0.330000,7389
document,0.340000,6632
document,0.350000,5900
document,0.360000,5436
document,0.370000,4797
document,0.380000,4074
document,0.390000,3537
document,0.400000,3273
document,0.410000,3004
document,0.420000,2502
document,0.430000,2438
document,0.440000,2234
document,0.450000,2146
document,0.460000,2033
document,0.470000,1804
document,0.480000,1891
document,0.490000,1790
document,0.500000,1750
document,0.510000,1906
document,0.520000,2125
document,0.530000,2138
document,0.540000,2265
document,0.550000,2335
document,0.560000,2443
document,0.570000,2478
document,0.580000,2361
document,0.590000,2327
document,0.600000,2078
document,0.610000,1844
document,0.620000,1684
document,0.630000,1493
document,0.640000,1271
document,0.650000,1052
document,0.660000,725
document,0.670000,620
document,0.680000,485
document,0.690000,367
document,0.700000,335
document,0.710000,354
document,0.720000,430
document,0.730000,390
document,0.740000,460
document,0.750000,556
document,0.760000,764
document,0.770000,950
document,0.780000,1069
document,0.790000,1330
document,0.800000,1532
document,0.810000,1678
document,0.820000,1977
document,0.830000,2145
document,0.840000,2301
document,0.850000,2308
document,0.860000,2167
document,0.870000,1703
document,0.880000,1111
document,0.890000,853
document,0.900000,493
document,0.910000,488
document,0.920000,769
document,0.930000,1131
document,0.940000,432
document,0.950000,527
document,0.960000,408
document,0.970000,436
document,0.980000,118
document,0.990000,7
topic,0.300000,1183
topic,0.310000,1061
topic,0.320000,915
topic,0.330000,884
topic,0.340000,843
topic,0.350000,761
topic,0.360000,698
topic,0.370000,689
topic,0.380000,614
topic,0.390000,538
topic,0.400000,542
topic,0.410000,452
topic,0.420000,442
topic,0.430000,429
topic,0.440000,377
topic,0.450000,335
topic,0.460000,331
topic,0.470000,313
topic,0.480000,292
topic,0.490000,311
topic,0.500000,274
topic,0.510000,261
topic,0.520000,227
topic,0.530000,224
topic,0.540000,227
topic,0.550000,211
topic,0.560000,232
topic,0.570000,204
topic,0.580000,174
topic,0.590000,175
topic,0.600000,166
topic,0.610000,163
topic,0.620000,181
topic,0.630000,156
topic,0.640000,157
topic,0.650000,167
topic,0.660000,160
topic,0.670000,141
topic,0.680000,167
topic,0.690000,145
topic,0.700000,167
topic,0.710000,132
topic,0.720000,133
topic,0.730000,142
topic,0.740000,119
topic,0.750000,137
topic,0.760000,120
topic,0.770000,112
topic,0.780000,102
topic,0.790000,84
topic,0.800000,60
topic,0.810000,53
topic,0.820000,54
topic,0.830000,38
topic,0.840000,47
topic,0.850000,40
topic,0.860000,58
topic,0.870000,91
topic,0.880000,58
topic,0.890000,70
topic,0.900000,78
topic,0.910000,88
topic,0.920000,82
topic,0.930000,94
topic,0.940000,97
topic,0.950000,80
topic,0.960000,73
topic,0.970000,53
topic,0.980000,8
topic,0.990000,0
